Constructor,D.O.B,Driver,Grid Pos,Nationality,Podium,Points,Round,Season,Status,Time,Track,URL
ags,1955-06-26,streiff,18,French,10,0.0,11,1988,+1 Lap,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
ligier,1956-09-08,johansson,20,Swedish,11,0.0,11,1988,Engine,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
tyrrell,1956-11-07,palmer,21,British,12,0.0,11,1988,Throttle,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
zakspeed,1964-07-20,schneider,25,German,13,0.0,11,1988,Gearbox,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
benetton,1957-07-13,boutsen,6,Belgian,14,0.0,11,1988,Disqualified,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
benetton,1959-07-07,nannini,7,Italian,15,0.0,11,1988,Disqualified,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
coloni,1962-03-02,tarquini,22,Italian,16,0.0,11,1988,Steering,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
ferrari,1956-12-23,alboreto,4,Italian,17,0.0,11,1988,Engine,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
williams,1954-04-17,patrese,5,Italian,18,0.0,11,1988,Engine,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
march,1963-04-20,gugelmin,13,Brazilian,19,0.0,11,1988,Spun off,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
zakspeed,1952-01-16,ghinzani,24,Italian,20,0.0,11,1988,Oil leak,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,8,Japanese,21,0.0,11,1988,Engine,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
osella,1964-03-19,larini,26,Italian,22,0.0,11,1988,Fuel system,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,23,0.0,11,1988,Injection,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
larrousse,1961-07-28,dalmas,23,French,24,0.0,11,1988,Engine,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
rial,1959-05-31,cesaris,19,Italian,25,0.0,11,1988,Accident,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
ligier,1948-07-04,arnoux,17,French,26,0.0,11,1988,Accident,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
minardi,1959-05-15,sala,0,Spanish,27,0.0,11,1988,Did not qualify,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
minardi,1961-04-23,martini,0,Italian,28,0.0,11,1988,Did not qualify,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
eurobrun,1963-05-12,modena,0,Italian,29,0.0,11,1988,Did not qualify,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,30,0.0,11,1988,Did not qualify,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,1,9.0,12,1988,Finished,4659744.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
ferrari,1956-12-23,alboreto,4,Italian,2,6.0,12,1988,Finished,4660246.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
arrows,1958-01-10,cheever,5,American,3,4.0,12,1988,Finished,4695276.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
arrows,1954-08-27,warwick,6,British,4,3.0,12,1988,Finished,4695858.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
march,1963-05-24,capelli,11,Italian,5,2.0,12,1988,Finished,4712266.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
benetton,1957-07-13,boutsen,8,Belgian,6,1.0,12,1988,Finished,4719622.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
williams,1954-04-17,patrese,10,Italian,7,0.0,12,1988,Finished,4734487.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
march,1963-04-20,gugelmin,13,Brazilian,8,0.0,12,1988,Finished,4752310.0,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
benetton,1959-07-07,nannini,9,Italian,9,0.0,12,1988,+1 Lap,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,10,0.0,12,1988,Collision,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
williams,1948-09-12,schlesser,22,French,11,0.0,12,1988,+2 Laps,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
tyrrell,1961-10-09,bailey,26,British,12,0.0,12,1988,+2 Laps,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
ligier,1948-07-04,arnoux,24,French,13,0.0,12,1988,+2 Laps,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
mclaren,1955-02-24,prost,2,French,14,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
larrousse,1954-07-27,alliot,20,French,15,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
ags,1955-06-26,streiff,23,French,16,0.0,12,1988,Clutch,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
zakspeed,1964-07-20,schneider,15,German,17,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
rial,1959-05-31,cesaris,18,Italian,18,0.0,12,1988,Chassis,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
zakspeed,1952-01-16,ghinzani,16,Italian,19,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
dallara,1964-03-18,caffi,21,Italian,20,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
larrousse,1961-07-28,dalmas,25,French,21,0.0,12,1988,Radiator,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
minardi,1961-04-23,martini,14,Italian,22,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,12,Japanese,23,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
minardi,1959-05-15,sala,19,Spanish,24,0.0,12,1988,Gearbox,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
team_lotus,1952-08-17,piquet,7,Brazilian,25,0.0,12,1988,Clutch,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
osella,1964-03-19,larini,17,Italian,26,0.0,12,1988,Engine,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
tyrrell,1956-11-07,palmer,0,British,27,0.0,12,1988,Did not qualify,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
ligier,1956-09-08,johansson,0,Swedish,28,0.0,12,1988,Did not qualify,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
coloni,1962-03-02,tarquini,0,Italian,29,0.0,12,1988,Did not qualify,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
eurobrun,1963-05-12,modena,0,Italian,30,0.0,12,1988,Did not qualify,,monza,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
mclaren,1955-02-24,prost,1,French,1,9.0,13,1988,Finished,5860958.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
march,1963-05-24,capelli,3,Italian,2,6.0,13,1988,Finished,5870511.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
benetton,1957-07-13,boutsen,13,Belgian,3,4.0,13,1988,Finished,5905577.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
arrows,1954-08-27,warwick,10,British,4,3.0,13,1988,Finished,5928377.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
ferrari,1956-12-23,alboreto,7,Italian,5,2.0,13,1988,Finished,5932842.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
mclaren,1960-03-21,senna,2,Brazilian,6,1.0,13,1988,Finished,5939227.0,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
dallara,1964-03-18,caffi,17,Italian,7,0.0,13,1988,+1 Lap,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
minardi,1959-05-15,sala,19,Spanish,8,0.0,13,1988,+2 Laps,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
ags,1955-06-26,streiff,21,French,9,0.0,13,1988,+2 Laps,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
ligier,1948-07-04,arnoux,23,French,10,0.0,13,1988,+2 Laps,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
coloni,1962-03-02,tarquini,26,Italian,11,0.0,13,1988,+5 Laps,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
osella,1964-03-19,larini,25,Italian,12,0.0,13,1988,+7 Laps,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
march,1963-04-20,gugelmin,5,Brazilian,13,0.0,13,1988,Engine,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
williams,1953-08-08,mansell,6,British,14,0.0,13,1988,Spun off,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
tyrrell,1956-11-07,palmer,22,British,15,0.0,13,1988,Overheating,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
benetton,1959-07-07,nannini,9,Italian,16,0.0,13,1988,Handling,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
ferrari,1959-08-27,berger,4,Austrian,17,0.0,13,1988,Spun off,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
team_lotus,1952-08-17,piquet,8,Brazilian,18,0.0,13,1988,Clutch,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
williams,1954-04-17,patrese,11,Italian,19,0.0,13,1988,Radiator,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
minardi,1961-04-23,martini,14,Italian,20,0.0,13,1988,Engine,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
larrousse,1961-07-28,dalmas,15,French,21,0.0,13,1988,Alternator,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,16,Japanese,22,0.0,13,1988,Spun off,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
rial,1959-05-31,cesaris,12,Italian,23,0.0,13,1988,Halfshaft,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
arrows,1958-01-10,cheever,18,American,24,0.0,13,1988,Turbo,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
larrousse,1954-07-27,alliot,20,French,25,0.0,13,1988,Engine,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
ligier,1956-09-08,johansson,24,Swedish,26,0.0,13,1988,Engine,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,27,0.0,13,1988,Did not qualify,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,28,0.0,13,1988,Did not qualify,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
eurobrun,1963-05-12,modena,0,Italian,29,0.0,13,1988,Did not qualify,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,30,0.0,13,1988,Did not qualify,,estoril,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
mclaren,1955-02-24,prost,2,French,1,9.0,14,1988,Finished,6523851.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
williams,1953-08-08,mansell,3,British,2,6.0,14,1988,Finished,6550083.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
benetton,1959-07-07,nannini,5,Italian,3,4.0,14,1988,Finished,6559297.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,4,3.0,14,1988,Finished,6570561.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
williams,1954-04-17,patrese,7,Italian,5,2.0,14,1988,Finished,6571281.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
ferrari,1959-08-27,berger,8,Austrian,6,1.0,14,1988,Finished,6575664.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
march,1963-04-20,gugelmin,11,Brazilian,7,0.0,14,1988,Finished,6599815.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
team_lotus,1952-08-17,piquet,9,Brazilian,8,0.0,14,1988,Finished,6601160.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
benetton,1957-07-13,boutsen,4,Belgian,9,0.0,14,1988,Finished,6601506.0,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
dallara,1964-03-18,caffi,18,Italian,10,0.0,14,1988,+1 Lap,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
larrousse,1961-07-28,dalmas,16,French,11,0.0,14,1988,+1 Lap,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
minardi,1959-05-15,sala,24,Spanish,12,0.0,14,1988,+2 Laps,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
eurobrun,1963-05-12,modena,26,Italian,13,0.0,14,1988,+2 Laps,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
larrousse,1954-07-27,alliot,12,French,14,0.0,14,1988,+3 Laps,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
ligier,1956-09-08,johansson,21,Swedish,15,0.0,14,1988,Wheel,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
arrows,1958-01-10,cheever,25,American,16,0.0,14,1988,Chassis,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
march,1963-05-24,capelli,6,Italian,17,0.0,14,1988,Engine,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
arrows,1954-08-27,warwick,17,British,18,0.0,14,1988,Chassis,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
rial,1959-05-31,cesaris,23,Italian,19,0.0,14,1988,Engine,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
ags,1955-06-26,streiff,13,French,20,0.0,14,1988,Engine,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
ferrari,1956-12-23,alboreto,10,Italian,21,0.0,14,1988,Engine,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
minardi,1961-04-23,martini,20,Italian,22,0.0,14,1988,Gearbox,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,15,Japanese,23,0.0,14,1988,Spun off,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
osella,1964-03-19,larini,14,Italian,24,0.0,14,1988,Suspension,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
tyrrell,1956-11-07,palmer,22,British,25,0.0,14,1988,Chassis,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
ligier,1948-07-04,arnoux,19,French,26,0.0,14,1988,Throttle,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,27,0.0,14,1988,Did not qualify,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
eurobrun,1954-08-19,larrauri,0,Argentine,28,0.0,14,1988,Did not qualify,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,29,0.0,14,1988,Did not qualify,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,30,0.0,14,1988,Did not qualify,,jerez,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,1,9.0,15,1988,Finished,5606173.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
mclaren,1955-02-24,prost,2,French,2,6.0,15,1988,Finished,5619536.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
benetton,1957-07-13,boutsen,10,Belgian,3,4.0,15,1988,Finished,5642282.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,4,3.0,15,1988,Finished,5692887.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
benetton,1959-07-07,nannini,12,Italian,5,2.0,15,1988,Finished,5696776.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
williams,1954-04-17,patrese,11,Italian,6,1.0,15,1988,Finished,5703788.0,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,6,Japanese,7,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
ags,1955-06-26,streiff,18,French,8,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
larrousse,1954-07-27,alliot,19,French,9,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
march,1963-04-20,gugelmin,13,Brazilian,10,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
ferrari,1956-12-23,alboreto,9,Italian,11,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
tyrrell,1956-11-07,palmer,16,British,12,0.0,15,1988,+1 Lap,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
minardi,1961-04-23,martini,17,Italian,13,0.0,15,1988,+2 Laps,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
tyrrell,1961-10-09,bailey,26,British,14,0.0,15,1988,+2 Laps,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
minardi,1959-05-15,sala,22,Spanish,15,0.0,15,1988,+2 Laps,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
larrousse,1960-09-08,suzuki,20,Japanese,16,0.0,15,1988,+3 Laps,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
ligier,1948-07-04,arnoux,23,French,17,0.0,15,1988,+3 Laps,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
rial,1959-05-31,cesaris,14,Italian,18,0.0,15,1988,Overheating,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
arrows,1958-01-10,cheever,15,American,19,0.0,15,1988,Ignition,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
osella,1964-03-19,larini,24,Italian,20,0.0,15,1988,Brakes,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
team_lotus,1952-08-17,piquet,5,Brazilian,21,0.0,15,1988,Driver unwell,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
williams,1953-08-08,mansell,8,British,22,0.0,15,1988,Collision,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
dallara,1964-03-18,caffi,21,Italian,23,0.0,15,1988,Spun off,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
march,1963-05-24,capelli,4,Italian,24,0.0,15,1988,Electrical,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
arrows,1954-08-27,warwick,7,British,25,0.0,15,1988,Spun off,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
zakspeed,1964-07-20,schneider,25,German,26,0.0,15,1988,Driver unwell,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
ligier,1956-09-08,johansson,0,Swedish,27,0.0,15,1988,Did not qualify,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
eurobrun,1954-08-19,larrauri,0,Argentine,28,0.0,15,1988,Did not qualify,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,29,0.0,15,1988,Did not qualify,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
eurobrun,1963-05-12,modena,0,Italian,30,0.0,15,1988,Did not qualify,,suzuka,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
mclaren,1955-02-24,prost,2,French,1,9.0,16,1988,Finished,6794676.0,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,2,6.0,16,1988,Finished,6831063.0,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
team_lotus,1952-08-17,piquet,5,Brazilian,3,4.0,16,1988,Finished,6842222.0,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
williams,1954-04-17,patrese,6,Italian,4,3.0,16,1988,Finished,6874764.0,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
benetton,1957-07-13,boutsen,10,Belgian,5,2.0,16,1988,+1 Lap,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
march,1963-05-24,capelli,9,Italian,6,1.0,16,1988,+1 Lap,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
minardi,1961-04-23,martini,14,Italian,7,0.0,16,1988,+2 Laps,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
rial,1959-05-31,cesaris,15,Italian,8,0.0,16,1988,Out of fuel,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ligier,1956-09-08,johansson,22,Swedish,9,0.0,16,1988,Out of fuel,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
larrousse,1954-07-27,alliot,24,French,10,0.0,16,1988,Out of fuel,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ags,1955-06-26,streiff,16,French,11,0.0,16,1988,Electrical,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
zakspeed,1952-01-16,ghinzani,26,Italian,12,0.0,16,1988,Fuel system,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
williams,1953-08-08,mansell,3,British,13,0.0,16,1988,Spun off,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
benetton,1959-07-07,nannini,8,Italian,14,0.0,16,1988,Spun off,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
eurobrun,1963-05-12,modena,20,Italian,15,0.0,16,1988,Halfshaft,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
arrows,1954-08-27,warwick,7,British,16,0.0,16,1988,Engine,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
arrows,1958-01-10,cheever,18,American,17,0.0,16,1988,Engine,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
march,1963-04-20,gugelmin,19,Brazilian,18,0.0,16,1988,Collision,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,13,Japanese,19,0.0,16,1988,Collision,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
minardi,1959-05-15,sala,21,Spanish,20,0.0,16,1988,Engine,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
dallara,1964-03-18,caffi,11,Italian,21,0.0,16,1988,Clutch,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ferrari,1959-08-27,berger,4,Austrian,22,0.0,16,1988,Collision,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ligier,1948-07-04,arnoux,23,French,23,0.0,16,1988,Collision,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
tyrrell,1956-11-07,palmer,17,British,24,0.0,16,1988,Transmission,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
eurobrun,1954-08-19,larrauri,25,Argentine,25,0.0,16,1988,Halfshaft,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ferrari,1956-12-23,alboreto,12,Italian,26,0.0,16,1988,Collision,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
coloni,1962-03-02,tarquini,0,Italian,27,0.0,16,1988,Did not qualify,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,28,0.0,16,1988,Did not qualify,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
larrousse,1961-05-27,raphanel,0,French,29,0.0,16,1988,Did not qualify,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,30,0.0,16,1988,Did not qualify,,adelaide,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
ferrari,1953-08-08,mansell,6,British,1,9.0,1,1989,Finished,5938744.0,jacarepagua,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix
